% Moku:Go Frequency Response Analyzer
% Measurement mode: In / Out (dB)
% Channel 1 (on), AC , 1 MOhm , 10 Vpp, amplitude 5 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Channel 2 (off), DC , 1 MOhm , 10 Vpp, amplitude 100 mVpp (on), offset 0.000 0 V (off), phase 0.000 deg
% Logarithmic sweep from 1.000000 kHz to 200.0000 kHz with 8,192 pts, dynamic amplitude mode off, measuring fundamental, delay compensation 935.0 ns (auto), normalization off
% Averaging time 2.00 ms, 3 cycles; Settling time 100 us, 1 cycles
% 
% Acquired 2026-04-23 T 11:28:44 +0200
% Frequency (Hz), Channel 1 Magnitude (dB), Channel 1 Phase (deg)
1.90616842e+04, 2.1329e-01, -7.2905e+02
1.90740182e+04, 1.2227e-01, -7.2658e+02
1.90863601e+04, 2.5671e-01, -7.2994e+02
1.90987101e+04, 7.2046e-02, -7.2950e+02
1.91110680e+04, 4.3169e-02, -7.2957e+02
1.91234339e+04, 2.7454e-01, -7.2832e+02
1.91358079e+04, -4.2247e-02, -7.2708e+02
1.91481898e+04, 1.8082e-01, -7.2762e+02
1.91605797e+04, 5.6074e-01, -7.2892e+02
1.91729777e+04, 1.8622e-01, -7.2937e+02
1.91853837e+04, 5.7837e-03, -7.2951e+02
1.91977977e+04, -5.0245e-02, -7.2900e+02
1.92102198e+04, 2.4838e-01, -7.2787e+02
1.92226499e+04, -5.1704e-03, -7.2826e+02
1.92350880e+04, -1.0996e-01, -7.2868e+02
1.92475342e+04, 2.8342e-02, -7.3066e+02
1.92599884e+04, -6.0159e-01, -7.2690e+02
1.92724507e+04, -3.9045e-01, -7.2980e+02
1.92849210e+04, -2.4089e-01, -7.2863e+02
1.92973995e+04, -3.7153e-01, -7.2682e+02
1.93098860e+04, -1.8229e-01, -7.2882e+02
1.93223805e+04, 2.3442e-02, -7.2779e+02
1.93348832e+04, -2.6327e-01, -7.2778e+02
1.93473939e+04, -1.5719e-01, -7.2884e+02
1.93599128e+04, -1.8629e-01, -7.3034e+02
1.93724397e+04, -3.4092e-01, -7.2518e+02
1.93849748e+04, 1.6910e-01, -7.2760e+02
1.93975179e+04, -4.7981e-01, -7.3143e+02
1.94100692e+04, -5.9641e-01, -7.2864e+02
1.94226286e+04, -6.3762e-01, -7.3022e+02
1.94351962e+04, -6.3350e-01, -7.2886e+02
1.94477718e+04, 1.8731e-02, -7.3030e+02
1.94603556e+04, -5.7576e-01, -7.2908e+02
1.94729475e+04, -5.6836e-01, -7.3025e+02
1.94855476e+04, -3.2848e-01, -7.2829e+02
1.94981559e+04, -6.8838e-01, -7.2997e+02
1.95107723e+04, -6.4665e-01, -7.2957e+02
1.95233968e+04, -5.0290e-01, -7.2866e+02
1.95360296e+04, -9.2517e-01, -7.3102e+02
1.95486705e+04, -4.4499e-01, -7.2858e+02
1.95613195e+04, -7.8824e-01, -7.2962e+02
1.95739768e+04, -6.0115e-01, -7.2956e+02
1.95866423e+04, -7.8633e-01, -7.2852e+02
1.95993159e+04, -9.7671e-01, -7.2980e+02
1.96119978e+04, -4.8482e-01, -7.2830e+02
1.96246878e+04, -9.3144e-01, -7.2923e+02
1.96373861e+04, -8.1312e-01, -7.2823e+02
1.96500926e+04, -1.3592e+00, -7.2941e+02
1.96628073e+04, -1.2795e+00, -7.3129e+02
1.96755302e+04, -8.5664e-01, -7.2960e+02
1.96882614e+04, -1.2556e+00, -7.3038e+02
1.97010008e+04, -1.2880e+00, -7.3259e+02
1.97137485e+04, -1.0922e+00, -7.2943e+02
1.97265044e+04, -8.2415e-01, -7.2924e+02
1.97392685e+04, -1.4591e+00, -7.2935e+02
1.97520409e+04, -1.3614e+00, -7.3036e+02
1.97648216e+04, -1.2382e+00, -7.2849e+02
1.97776105e+04, -1.1895e+00, -7.2834e+02
1.97904078e+04, -1.2748e+00, -7.2929e+02
1.98032133e+04, -1.3696e+00, -7.2719e+02
1.98160270e+04, -1.0571e+00, -7.2902e+02
1.98288491e+04, -1.3234e+00, -7.2838e+02
1.98416795e+04, -1.2740e+00, -7.2964e+02
1.98545182e+04, -1.1248e+00, -7.2978e+02
1.98673652e+04, -1.2901e+00, -7.3054e+02
1.98802205e+04, -1.3105e+00, -7.3111e+02
1.98930841e+04, -1.6057e+00, -7.3097e+02
1.99059560e+04, -1.6068e+00, -7.2923e+02
1.99188363e+04, -1.4352e+00, -7.2974e+02
1.99317249e+04, -1.3645e+00, -7.3026e+02
1.99446218e+04, -1.6701e+00, -7.3001e+02
1.99575271e+04, -1.6208e+00, -7.2941e+02
1.99704407e+04, -1.3006e+00, -7.2972e+02
1.99833627e+04, -1.3726e+00, -7.3089e+02
1.99962931e+04, -1.5607e+00, -7.3033e+02
2.00092318e+04, -1.4719e+00, -7.2923e+02
2.00221789e+04, -1.4513e+00, -7.3175e+02
2.00351344e+04, -1.6608e+00, -7.3144e+02
2.00480982e+04, -1.7368e+00, -7.3026e+02
2.00610705e+04, -1.4495e+00, -7.2855e+02
2.00740511e+04, -1.6201e+00, -7.2775e+02
2.00870401e+04, -1.6058e+00, -7.2885e+02
2.01000376e+04, -2.1490e+00, -7.2909e+02
2.01130434e+04, -1.8360e+00, -7.3052e+02
2.01260577e+04, -1.7136e+00, -7.3109e+02
2.01390804e+04, -2.0172e+00, -7.2974e+02
2.01521115e+04, -1.6531e+00, -7.3134e+02
2.01651510e+04, -2.2338e+00, -7.3081e+02
2.01781990e+04, -2.1438e+00, -7.2920e+02
2.01912554e+04, -1.5743e+00, -7.2883e+02
2.02043203e+04, -1.6509e+00, -7.2780e+02
2.02173936e+04, -1.5758e+00, -7.2941e+02
2.02304754e+04, -1.7414e+00, -7.2991e+02
2.02435656e+04, -1.9168e+00, -7.2955e+02
2.02566644e+04, -1.7887e+00, -7.3127e+02
2.02697716e+04, -1.9127e+00, -7.3103e+02
2.02828872e+04, -2.1676e+00, -7.2957e+02
2.02960114e+04, -2.0699e+00, -7.3018e+02
2.03091440e+04, -1.9796e+00, -7.3051e+02
2.03222852e+04, -1.9321e+00, -7.3015e+02
2.03354349e+04, -1.8792e+00, -7.3111e+02
2.03485930e+04, -1.8265e+00, -7.2919e+02
2.03617597e+04, -2.4711e+00, -7.2985e+02
2.03749349e+04, -2.4203e+00, -7.2890e+02
2.03881186e+04, -2.3823e+00, -7.3250e+02
2.04013109e+04, -2.0052e+00, -7.2986e+02
2.04145117e+04, -2.1371e+00, -7.3140e+02
2.04277210e+04, -2.4311e+00, -7.3012e+02
2.04409389e+04, -2.1205e+00, -7.2999e+02
2.04541653e+04, -2.3726e+00, -7.2842e+02
2.04674003e+04, -2.4095e+00, -7.2944e+02
2.04806438e+04, -2.5433e+00, -7.2893e+02
2.04938960e+04, -2.4511e+00, -7.3070e+02
2.05071567e+04, -2.2807e+00, -7.3475e+02
2.05204259e+04, -2.7039e+00, -7.2914e+02
2.05337038e+04, -2.7190e+00, -7.3184e+02
2.05469902e+04, -2.6656e+00, -7.3170e+02
2.05602853e+04, -2.4748e+00, -7.3170e+02
2.05735890e+04, -2.5108e+00, -7.3043e+02
2.05869012e+04, -2.8210e+00, -7.2993e+02
2.06002221e+04, -2.8283e+00, -7.3350e+02
2.06135516e+04, -2.6300e+00, -7.3221e+02
2.06268897e+04, -2.0029e+00, -7.3053e+02
2.06402365e+04, -3.0476e+00, -7.3171e+02
2.06535918e+04, -2.6743e+00, -7.3062e+02
2.06669559e+04, -2.6502e+00, -7.3276e+02
2.06803286e+04, -2.5698e+00, -7.3134e+02
2.06937099e+04, -2.6908e+00, -7.2923e+02
2.07070999e+04, -2.7826e+00, -7.3203e+02
2.07204985e+04, -2.4547e+00, -7.3216e+02
2.07339058e+04, -3.0599e+00, -7.2856e+02
2.07473218e+04, -2.9720e+00, -7.3196e+02
2.07607465e+04, -3.0828e+00, -7.2986e+02
2.07741799e+04, -2.8896e+00, -7.3037e+02
2.07876219e+04, -2.7542e+00, -7.3168e+02
2.08010727e+04, -3.0177e+00, -7.2956e+02
2.08145321e+04, -2.8438e+00, -7.3038e+02
2.08280003e+04, -2.9492e+00, -7.3109e+02
2.08414772e+04, -2.9528e+00, -7.3095e+02
2.08549628e+04, -2.9207e+00, -7.2907e+02
2.08684571e+04, -2.6040e+00, -7.2943e+02
2.08819602e+04, -3.1768e+00, -7.3195e+02
2.08954720e+04, -2.9604e+00, -7.3130e+02
2.09089925e+04, -3.3738e+00, -7.3148e+02
2.09225218e+04, -3.5922e+00, -7.3017e+02
2.09360598e+04, -2.8354e+00, -7.3165e+02
2.09496066e+04, -3.0704e+00, -7.3226e+02
2.09631622e+04, -3.3805e+00, -7.3029e+02
2.09767265e+04, -2.9461e+00, -7.3231e+02
2.09902997e+04, -3.2187e+00, -7.3361e+02
2.10038816e+04, -3.2219e+00, -7.2877e+02
2.10174722e+04, -3.1833e+00, -7.3008e+02
2.10310717e+04, -3.0966e+00, -7.3063e+02
2.10446800e+04, -3.1029e+00, -7.2910e+02
2.10582971e+04, -3.1077e+00, -7.2987e+02
2.10719230e+04, -3.2422e+00, -7.3083e+02
2.10855577e+04, -3.3130e+00, -7.2974e+02
2.10992012e+04, -3.1635e+00, -7.2818e+02
2.11128536e+04, -3.2876e+00, -7.3075e+02
2.11265148e+04, -3.2371e+00, -7.3035e+02
2.11401848e+04, -3.2348e+00, -7.3174e+02
2.11538637e+04, -3.3853e+00, -7.2799e+02
2.11675514e+04, -3.3941e+00, -7.3045e+02
2.11812480e+04, -2.9720e+00, -7.2945e+02
2.11949535e+04, -3.0437e+00, -7.3189e+02
2.12086678e+04, -3.0961e+00, -7.3021e+02
2.12223910e+04, -3.1007e+00, -7.3259e+02
2.12361231e+04, -3.8951e+00, -7.3054e+02
2.12498640e+04, -3.3933e+00, -7.3208e+02
2.12636139e+04, -3.6233e+00, -7.2994e+02
2.12773726e+04, -3.4122e+00, -7.3151e+02
2.12911403e+04, -3.7917e+00, -7.2978e+02
2.13049168e+04, -3.7030e+00, -7.3362e+02
2.13187023e+04, -3.3413e+00, -7.3360e+02
2.13324967e+04, -3.6284e+00, -7.3021e+02
2.13463000e+04, -3.0185e+00, -7.3139e+02
2.13601123e+04, -3.4624e+00, -7.3370e+02
2.13739335e+04, -3.5708e+00, -7.3026e+02
2.13877636e+04, -3.3428e+00, -7.3062e+02
2.14016027e+04, -3.2125e+00, -7.3069e+02
2.14154507e+04, -3.6665e+00, -7.3037e+02
2.14293077e+04, -3.9913e+00, -7.3353e+02
2.14431737e+04, -3.5870e+00, -7.3186e+02
2.14570486e+04, -3.5644e+00, -7.3121e+02
2.14709325e+04, -3.7662e+00, -7.3273e+02
2.14848254e+04, -3.7406e+00, -7.3280e+02
2.14987273e+04, -4.2493e+00, -7.3319e+02
2.15126382e+04, -3.6520e+00, -7.3458e+02
2.15265580e+04, -3.6058e+00, -7.3048e+02
2.15404869e+04, -3.9388e+00, -7.3075e+02
2.15544248e+04, -3.9463e+00, -7.3235e+02
2.15683717e+04, -4.1426e+00, -7.3386e+02
2.15823277e+04, -4.3861e+00, -7.2744e+02
2.15962927e+04, -3.6566e+00, -7.3096e+02
2.16102667e+04, -3.8256e+00, -7.3400e+02
2.16242497e+04, -4.2843e+00, -7.3129e+02
2.16382418e+04, -4.3653e+00, -7.2890e+02
2.16522430e+04, -4.0191e+00, -7.3158e+02
2.16662532e+04, -4.0699e+00, -7.3092e+02
2.16802725e+04, -3.6490e+00, -7.3441e+02
2.16943008e+04, -4.3351e+00, -7.3378e+02
2.17083382e+04, -4.1271e+00, -7.3469e+02
2.17223847e+04, -4.1308e+00, -7.3051e+02
2.17364403e+04, -4.0878e+00, -7.3713e+02
2.17505050e+04, -3.9914e+00, -7.3264e+02
2.17645788e+04, -4.0328e+00, -7.3345e+02
2.17786617e+04, -3.7742e+00, -7.3315e+02
2.17927537e+04, -4.3963e+00, -7.3276e+02
2.18068549e+04, -3.8012e+00, -7.3050e+02
2.18209651e+04, -3.7783e+00, -7.3127e+02
2.18350845e+04, -4.6441e+00, -7.3199e+02
2.18492130e+04, -4.4078e+00, -7.2976e+02
2.18633507e+04, -4.2311e+00, -7.3421e+02
2.18774975e+04, -4.5666e+00, -7.3249e+02
2.18916535e+04, -4.4926e+00, -7.3259e+02
2.19058186e+04, -4.1734e+00, -7.3092e+02
2.19199929e+04, -3.8173e+00, -7.3356e+02
2.19341763e+04, -4.4422e+00, -7.3323e+02
2.19483690e+04, -4.5776e+00, -7.3338e+02
2.19625708e+04, -4.6057e+00, -7.3243e+02
2.19767818e+04, -4.4066e+00, -7.3251e+02
2.19910020e+04, -4.7171e+00, -7.3139e+02
2.20052314e+04, -4.6088e+00, -7.3447e+02
2.20194700e+04, -4.3637e+00, -7.2986e+02
2.20337179e+04, -4.6436e+00, -7.3222e+02
2.20479749e+04, -4.4552e+00, -7.3220e+02
2.20622412e+04, -5.3270e+00, -7.3148e+02
2.20765167e+04, -4.6008e+00, -7.3320e+02
2.20908014e+04, -5.3438e+00, -7.3135e+02
2.21050954e+04, -4.4272e+00, -7.3101e+02
2.21193986e+04, -4.7306e+00, -7.3444e+02
2.21337111e+04, -4.4116e+00, -7.3186e+02
2.21480329e+04, -4.6874e+00, -7.3090e+02
2.21623639e+04, -4.5633e+00, -7.3277e+02
2.21767042e+04, -4.4478e+00, -7.3087e+02
2.21910538e+04, -4.8968e+00, -7.3155e+02
2.22054126e+04, -4.1794e+00, -7.3107e+02
2.22197807e+04, -4.7578e+00, -7.3127e+02
2.22341582e+04, -4.9377e+00, -7.3281e+02
2.22485449e+04, -4.4993e+00, -7.3090e+02
2.22629410e+04, -4.8591e+00, -7.3418e+02
2.22773464e+04, -4.9522e+00, -7.3373e+02
2.22917610e+04, -4.6993e+00, -7.3304e+02
2.23061851e+04, -4.5745e+00, -7.3262e+02
2.23206184e+04, -5.0153e+00, -7.3424e+02
2.23350611e+04, -5.2283e+00, -7.3013e+02
2.23495131e+04, -4.7225e+00, -7.3320e+02
2.23639745e+04, -4.7686e+00, -7.3178e+02
2.23784453e+04, -4.7803e+00, -7.3172e+02
2.23929254e+04, -5.0834e+00, -7.3395e+02
2.24074148e+04, -4.7786e+00, -7.2989e+02
2.24219137e+04, -4.9006e+00, -7.3174e+02
2.24364219e+04, -5.4076e+00, -7.3325e+02
2.24509395e+04, -5.3217e+00, -7.3276e+02
2.24654665e+04, -5.2958e+00, -7.3610e+02
2.24800030e+04, -4.9320e+00, -7.3222e+02
2.24945488e+04, -5.1780e+00, -7.3169e+02
2.25091040e+04, -4.9901e+00, -7.3130e+02
2.25236687e+04, -5.2618e+00, -7.3278e+02
2.25382427e+04, -4.8626e+00, -7.3096e+02
2.25528262e+04, -5.1867e+00, -7.3204e+02
2.25674192e+04, -5.3115e+00, -7.3203e+02
2.25820216e+04, -5.2023e+00, -7.3302e+02
2.25966334e+04, -5.0204e+00, -7.3314e+02
2.26112547e+04, -4.6445e+00, -7.3024e+02
2.26258854e+04, -4.9440e+00, -7.3587e+02
2.26405256e+04, -5.5525e+00, -7.3244e+02
2.26551753e+04, -4.6002e+00, -7.3349e+02
2.26698345e+04, -5.1127e+00, -7.3391e+02
2.26845031e+04, -5.7629e+00, -7.3378e+02
2.26991813e+04, -5.5548e+00, -7.3565e+02
2.27138689e+04, -5.2945e+00, -7.3628e+02
2.27285661e+04, -4.8978e+00, -7.3181e+02
2.27432727e+04, -5.1121e+00, -7.3240e+02
2.27579889e+04, -5.2319e+00, -7.3137e+02
2.27727146e+04, -5.0025e+00, -7.3394e+02
2.27874498e+04, -5.3330e+00, -7.3319e+02
2.28021945e+04, -5.4016e+00, -7.3637e+02
2.28169488e+04, -5.6834e+00, -7.3335e+02
2.28317127e+04, -4.6940e+00, -7.3447e+02
2.28464861e+04, -5.2677e+00, -7.3421e+02
2.28612690e+04, -5.3653e+00, -7.3510e+02
2.28760616e+04, -5.9602e+00, -7.3151e+02
2.28908636e+04, -5.7908e+00, -7.3520e+02
2.29056753e+04, -5.3936e+00, -7.3392e+02
2.29204966e+04, -5.3392e+00, -7.3850e+02
2.29353274e+04, -6.3120e+00, -7.3572e+02
2.29501678e+04, -5.0923e+00, -7.3417e+02
2.29650179e+04, -5.6506e+00, -7.3617e+02
2.29798775e+04, -5.6641e+00, -7.3343e+02
2.29947468e+04, -5.5498e+00, -7.3434e+02
2.30096257e+04, -5.2515e+00, -7.3419e+02
2.30245142e+04, -5.1601e+00, -7.3605e+02
2.30394124e+04, -5.0297e+00, -7.3276e+02
2.30543201e+04, -5.5008e+00, -7.3210e+02
2.30692376e+04, -5.2124e+00, -7.3378e+02
2.30841647e+04, -5.6271e+00, -7.3539e+02
2.30991014e+04, -5.4061e+00, -7.3383e+02
2.31140478e+04, -5.5793e+00, -7.3363e+02
2.31290039e+04, -5.9301e+00, -7.3329e+02
2.31439697e+04, -5.5723e+00, -7.3205e+02
2.31589451e+04, -5.5638e+00, -7.3298e+02
2.31739302e+04, -5.7175e+00, -7.3596e+02
2.31889251e+04, -5.6476e+00, -7.3854e+02
2.32039296e+04, -5.6888e+00, -7.3725e+02
2.32189438e+04, -5.9451e+00, -7.3316e+02
2.32339678e+04, -5.7686e+00, -7.3719e+02
2.32490015e+04, -5.6527e+00, -7.3472e+02
2.32640449e+04, -5.8970e+00, -7.3696e+02
2.32790980e+04, -5.2743e+00, -7.3608e+02
2.32941609e+04, -5.4057e+00, -7.3545e+02
2.33092335e+04, -5.3850e+00, -7.3714e+02
2.33243159e+04, -5.4578e+00, -7.3719e+02
2.33394080e+04, -5.8992e+00, -7.3228e+02
2.33545099e+04, -5.9123e+00, -7.3560e+02
2.33696216e+04, -5.5780e+00, -7.3507e+02
2.33847431e+04, -5.7187e+00, -7.3733e+02
2.33998743e+04, -5.5240e+00, -7.3336e+02
2.34150153e+04, -6.0406e+00, -7.3579e+02
2.34301661e+04, -5.4741e+00, -7.3610e+02
2.34453268e+04, -6.5150e+00, -7.3102e+02
2.34604972e+04, -5.8866e+00, -7.3230e+02
2.34756775e+04, -5.8217e+00, -7.3490e+02
2.34908675e+04, -5.9993e+00, -7.3626e+02
2.35060674e+04, -5.7131e+00, -7.3622e+02
2.35212772e+04, -5.8700e+00, -7.3366e+02
2.35364968e+04, -5.2777e+00, -7.3389e+02
2.35517262e+04, -6.0874e+00, -7.3265e+02
2.35669655e+04, -5.6743e+00, -7.3525e+02
2.35822146e+04, -5.9686e+00, -7.3272e+02
2.35974736e+04, -6.3114e+00, -7.3435e+02
2.36127425e+04, -5.9350e+00, -7.3180e+02
2.36280213e+04, -5.4417e+00, -7.3644e+02
2.36433099e+04, -5.7646e+00, -7.3414e+02
2.36586085e+04, -6.4073e+00, -7.3603e+02
2.36739169e+04, -6.3094e+00, -7.3387e+02
2.36892353e+04, -6.1135e+00, -7.3451e+02
2.37045635e+04, -6.0643e+00, -7.3192e+02
2.37199017e+04, -6.3398e+00, -7.3569e+02
2.37352498e+04, -6.6073e+00, -7.3487e+02
2.37506078e+04, -5.6636e+00, -7.3468e+02
2.37659758e+04, -6.4490e+00, -7.3260e+02
2.37813537e+04, -6.2864e+00, -7.3343e+02
2.37967416e+04, -6.3302e+00, -7.3666e+02
2.38121394e+04, -5.7265e+00, -7.3426e+02
2.38275472e+04, -6.6498e+00, -7.3419e+02
2.38429650e+04, -6.0976e+00, -7.3512e+02
2.38583927e+04, -6.8733e+00, -7.3558e+02
2.38738304e+04, -5.7896e+00, -7.3583e+02
2.38892781e+04, -6.2673e+00, -7.3385e+02
2.39047358e+04, -6.4739e+00, -7.3672e+02
2.39202035e+04, -6.1072e+00, -7.3516e+02
2.39356812e+04, -6.0409e+00, -7.3337e+02
2.39511689e+04, -6.8270e+00, -7.3477e+02
2.39666667e+04, -6.7956e+00, -7.3636e+02
2.39821745e+04, -6.3134e+00, -7.3693e+02
2.39976923e+04, -6.7419e+00, -7.3908e+02
2.40132201e+04, -6.8677e+00, -7.3675e+02
2.40287580e+04, -6.4001e+00, -7.3580e+02
2.40443060e+04, -6.1004e+00, -7.3871e+02
2.40598640e+04, -6.3952e+00, -7.3524e+02
2.40754320e+04, -6.6428e+00, -7.3773e+02
2.40910102e+04, -6.0356e+00, -7.3872e+02
2.41065984e+04, -6.7427e+00, -7.3488e+02
2.41221967e+04, -6.3515e+00, -7.3524e+02
2.41378052e+04, -6.7419e+00, -7.3697e+02
2.41534237e+04, -6.3139e+00, -7.3827e+02
2.41690523e+04, -6.4049e+00, -7.3652e+02
2.41846910e+04, -6.6579e+00, -7.3480e+02
2.42003399e+04, -6.5494e+00, -7.3546e+02
2.42159988e+04, -6.8158e+00, -7.3464e+02
2.42316679e+04, -6.7694e+00, -7.3784e+02
2.42473472e+04, -6.8602e+00, -7.3120e+02
2.42630366e+04, -5.9582e+00, -7.3758e+02
2.42787361e+04, -6.4109e+00, -7.3553e+02
2.42944458e+04, -6.3393e+00, -7.3720e+02
2.43101657e+04, -6.6577e+00, -7.3179e+02
2.43258957e+04, -6.7166e+00, -7.3768e+02
2.43416359e+04, -6.3406e+00, -7.3803e+02
2.43573863e+04, -6.9885e+00, -7.3325e+02
2.43731469e+04, -6.4716e+00, -7.3695e+02
2.43889177e+04, -6.9563e+00, -7.3653e+02
2.44046987e+04, -6.9623e+00, -7.3506e+02
2.44204899e+04, -6.7448e+00, -7.3496e+02
2.44362913e+04, -6.7187e+00, -7.3793e+02
2.44521030e+04, -6.9861e+00, -7.2944e+02
2.44679249e+04, -6.8453e+00, -7.3883e+02
2.44837570e+04, -6.7947e+00, -7.3689e+02
2.44995993e+04, -6.7193e+00, -7.3259e+02
2.45154519e+04, -6.8768e+00, -7.3532e+02
2.45313148e+04, -6.7762e+00, -7.3119e+02
2.45471879e+04, -6.7424e+00, -7.3549e+02
2.45630713e+04, -6.0745e+00, -7.3312e+02
2.45789650e+04, -6.6592e+00, -7.3551e+02
2.45948690e+04, -6.3109e+00, -7.3540e+02
2.46107832e+04, -6.6986e+00, -7.3677e+02
2.46267078e+04, -6.4490e+00, -7.3343e+02
2.46426427e+04, -6.4232e+00, -7.3734e+02
2.46585878e+04, -6.4761e+00, -7.3464e+02
2.46745433e+04, -6.7173e+00, -7.3861e+02
2.46905091e+04, -6.1152e+00, -7.3540e+02
2.47064853e+04, -6.6500e+00, -7.4117e+02
2.47224717e+04, -6.7286e+00, -7.3518e+02
2.47384686e+04, -6.5950e+00, -7.3509e+02
2.47544757e+04, -6.3215e+00, -7.3833e+02
2.47704933e+04, -6.4838e+00, -7.3871e+02
2.47865211e+04, -6.8623e+00, -7.4067e+02
2.48025594e+04, -6.5188e+00, -7.3614e+02
2.48186081e+04, -6.5722e+00, -7.3971e+02
2.48346671e+04, -6.3446e+00, -7.3472e+02
2.48507365e+04, -6.5591e+00, -7.3541e+02
2.48668163e+04, -6.4175e+00, -7.3687e+02
2.48829065e+04, -6.2191e+00, -7.3950e+02
2.48990072e+04, -6.8204e+00, -7.4040e+02
2.49151182e+04, -6.3357e+00, -7.4104e+02
2.49312397e+04, -6.0801e+00, -7.3758e+02
2.49473716e+04, -6.6169e+00, -7.3671e+02
2.49635139e+04, -6.1901e+00, -7.3940e+02
2.49796667e+04, -6.7348e+00, -7.3890e+02
2.49958300e+04, -6.4539e+00, -7.3755e+02
2.50120037e+04, -6.8546e+00, -7.4266e+02
2.50281878e+04, -6.9392e+00, -7.4227e+02
2.50443825e+04, -6.4611e+00, -7.4185e+02
2.50605876e+04, -6.6035e+00, -7.4305e+02
2.50768032e+04, -6.1185e+00, -7.4001e+02
2.50930293e+04, -6.1488e+00, -7.4229e+02
2.51092659e+04, -6.1962e+00, -7.4192e+02
2.51255130e+04, -6.0678e+00, -7.4670e+02
2.51417706e+04, -6.2952e+00, -7.4330e+02
2.51580387e+04, -6.3554e+00, -7.4538e+02
2.51743174e+04, -7.0113e+00, -7.4289e+02
2.51906066e+04, -6.4299e+00, -7.4172e+02
2.52069063e+04, -6.9354e+00, -7.4245e+02
2.52232166e+04, -6.2540e+00, -7.4685e+02
2.52395374e+04, -6.4866e+00, -7.4675e+02
2.52558688e+04, -6.6157e+00, -7.4578e+02
2.52722108e+04, -6.3105e+00, -7.4591e+02
2.52885633e+04, -7.4412e+00, -7.4584e+02
2.53049264e+04, -6.5110e+00, -7.4220e+02
2.53213001e+04, -7.4056e+00, -7.4732e+02
2.53376844e+04, -6.6501e+00, -7.4685e+02
2.53540793e+04, -6.5031e+00, -7.4672e+02
2.53704848e+04, -6.3553e+00, -7.4336e+02
2.53869009e+04, -6.7540e+00, -7.5148e+02
2.54033277e+04, -6.3914e+00, -7.4701e+02
2.54197651e+04, -6.5141e+00, -7.4809e+02
2.54362131e+04, -6.2680e+00, -7.4560e+02
2.54526717e+04, -6.2994e+00, -7.4708e+02
2.54691410e+04, -6.4914e+00, -7.5060e+02
2.54856210e+04, -6.0839e+00, -7.4994e+02
2.55021116e+04, -6.6195e+00, -7.4498e+02
2.55186129e+04, -6.0982e+00, -7.5205e+02
2.55351249e+04, -5.9706e+00, -7.4864e+02
2.55516475e+04, -6.2603e+00, -7.5773e+02
2.55681809e+04, -5.6994e+00, -7.5137e+02
2.55847249e+04, -5.9777e+00, -7.5668e+02
2.56012797e+04, -5.7850e+00, -7.5594e+02
2.56178451e+04, -5.6725e+00, -7.5754e+02
2.56344213e+04, -6.3164e+00, -7.6210e+02
2.56510082e+04, -5.8336e+00, -7.6050e+02
2.56676058e+04, -5.8296e+00, -7.6521e+02
2.56842142e+04, -5.8389e+00, -7.6951e+02
2.57008333e+04, -6.1723e+00, -7.7519e+02
2.57174632e+04, -7.0439e+00, -7.7228e+02
2.57341038e+04, -6.7547e+00, -7.7514e+02
2.57507552e+04, -7.4884e+00, -7.7905e+02
2.57674174e+04, -8.1277e+00, -7.8104e+02
2.57840904e+04, -8.5735e+00, -7.8287e+02
2.58007741e+04, -9.4172e+00, -7.8112e+02
2.58174687e+04, -1.0010e+01, -7.8284e+02
2.58341740e+04, -1.0326e+01, -7.8522e+02
2.58508902e+04, -1.0789e+01, -7.7979e+02
2.58676172e+04, -1.1554e+01, -7.7947e+02
2.58843549e+04, -1.2931e+01, -7.7449e+02
2.59011036e+04, -1.2379e+01, -7.7660e+02
2.59178630e+04, -1.3264e+01, -7.7289e+02
2.59346333e+04, -1.2223e+01, -7.6585e+02
2.59514145e+04, -1.2134e+01, -7.6616e+02
2.59682065e+04, -1.3249e+01, -7.6377e+02
2.59850094e+04, -1.2418e+01, -7.6832e+02
2.60018231e+04, -1.3235e+01, -7.5540e+02
2.60186478e+04, -1.2882e+01, -7.5697e+02
2.60354833e+04, -1.3762e+01, -7.5433e+02
2.60523297e+04, -1.2984e+01, -7.5067e+02
2.60691870e+04, -1.3129e+01, -7.5010e+02
2.60860553e+04, -1.3143e+01, -7.4982e+02
2.61029344e+04, -1.2143e+01, -7.4739e+02
2.61198244e+04, -1.1856e+01, -7.4098e+02
2.61367254e+04, -1.2391e+01, -7.4719e+02
2.61536374e+04, -1.2697e+01, -7.4791e+02
2.61705602e+04, -1.1807e+01, -7.4706e+02
2.61874940e+04, -1.1243e+01, -7.4730e+02
2.62044388e+04, -1.2016e+01, -7.4464e+02
2.62213945e+04, -1.1670e+01, -7.4859e+02
2.62383613e+04, -1.1232e+01, -7.5546e+02
2.62553389e+04, -1.1548e+01, -7.5219e+02
2.62723276e+04, -1.1735e+01, -7.5584e+02
2.62893273e+04, -1.3813e+01, -7.5383e+02
2.63063379e+04, -1.3076e+01, -7.3969e+02
2.63233596e+04, -1.2383e+01, -7.3471e+02
2.63403923e+04, -1.1588e+01, -7.4262e+02
2.63574360e+04, -1.1664e+01, -7.4809e+02
2.63744907e+04, -1.1819e+01, -7.3979e+02
2.63915565e+04, -1.1438e+01, -7.4502e+02
2.64086333e+04, -1.1982e+01, -7.4490e+02
